subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"31582003","31582.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","2"," ","L.Szentmiklosi,Zs.Revay,T.Belgya","2006","Nucl. Instrum. Methods in Physics Res.,Sect.A 564,655 (2006); Nucl. Instrum. Methods in Physics Res.,Sect.B 263,90 (2007)"
"31582003","31582.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","2"," ","L.Szentmiklosi,Zs.Revay,T.Belgya","2006","Nucl. Instrum. Methods in Physics Res.,Sect.A 564,655 (2006); Nucl. Instrum. Methods in Physics Res.,Sect.B 263,90 (2007)"
"31690002","31690.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24mNa","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","L.Szentmiklosi,Zs.Revay,T.Belgya","2010","Nucl. Instrum. Methods in Physics Res.,Sect.A 622,468 (2010)"
"31690002","31690.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24mNa","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","L.Szentmiklosi,Zs.Revay,T.Belgya","2010","Nucl. Instrum. Methods in Physics Res.,Sect.A 622,468 (2010)"
"31736002","31736.x4","Na-23","N,G","CS","Partial cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","325"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736002","31736.x4","Na-23","N,G","CS","Partial cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","325"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736003","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736003","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736003","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736003","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736003","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
